ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _yasin_unique_id,Meta: _wp_page_template,Supabase_ID
1,simple,230025,,Quadruplex Aluminum Cable (230025),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,263,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230025,
2,simple,230035,,Quadruplex Aluminum Cable (230035),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,353,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230035,
3,simple,230037,,Quadruplex Aluminum Cable (230037),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,382,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230037,
4,simple,230055,,Quadruplex Aluminum Cable (230055),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,556,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230055,
5,simple,230056,,Quadruplex Aluminum Cable (230056),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,614,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230056,
6,simple,230065,,Quadruplex Aluminum Cable (230065),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,686,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230065,
7,simple,230085,,Quadruplex Aluminum Cable (230085),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,1014,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230085,
8,simple,230095,,Quadruplex Aluminum Cable (230095),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,1213,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230095,
9,simple,230105,,Quadruplex Aluminum Cable (230105),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,1596,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230105,
10,simple,230205,,Quadruplex Aluminum Cable (230205),1,0,visible,"Quadruplex aluminum is a 600V underground secondary distribution cable with three phase conductors and one neutral, insulated with cross-linked polyethylene for direct burial or duct installation.","Quadruplex aluminum is a 600 volt secondary UD cable, consisting of three individual phase conductors and one neutral conductor. Each of these conductors are individually insulated with a cross-linked polyethylene jacket, then twisted together to produce the Quadruplex cable configuration. Quadruplex is used for secondary power distribution and underground service at 600 volts or less, either direct burial or in duct.",,,taxable,,TRUE,1000,,0,0,2251,12000,,,1,,,10,"Electrical, Electrical > Cable & Accessories",,,,,,,,,,,,0,,,default,http://localhost:5173/product/1?variant=230205,
